Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
100-pure-shea-butter-2,100% Pure Shea Butter,"<p><em>Unrefined, Unbleached, and Organic, o</em>ur <strong>100% Pure Shea Butter</strong> is sustainably and ethically sourced from the women-run Shea butter industry in Apaola, Nigeria, West Africa. More recently, we added Ghana to our source. Our story truly starts with this one product- between 2000 and 2002, many of the clientele visiting Afrikan Beauty supplies and salon co-owned by  Timothy and Lanre were asking about a natural alternative to processed skincare products- they wanted wholesome products that are natural and will provide healthy food for their skin- to even-tone, clear imperfections, and deeply moisturizes. They are tired of additives and chemicals that many products they are currently using are laden with.</p>
<p>Timothy and Lanre thought deep about the request and in 2002, traveled down to their birth country of Nigeria to bring the pure shea butter into the Canadian market and their brand- Shea &#8220;All Naturals&#8221; 100% Pure Shea Butter became the first pure, unrefined shea butter sold in Canadian mass stores.</p>
<p><strong>Purpose:</strong></p>
<ul>
<li>Has anti-inflammatory and anti-microbial properties;</li>
<li>Reduces the appearance of fine lines, wrinkles, scars, psoriasis, eczema, and discoloration;</li>
<li>Provides mild sun protection (SPF 6).</li>
</ul>
<p>Quite honestly, we believe it is magic in a jar. Read more about the <a href=""https://allnaturalscosmetics.com/2021/06/16/the-benefits-of-shea-butter/""><u>benefits of Shea butter here</u></a> on our blog.</p>
<p><strong>Skin Condition:</strong> Normal, oily, dry.</p>
<p><strong>Aroma:</strong> Unscented</p>
<p><strong>Product texture:</strong> Buttery</p>
<p><strong>What it does not contain:</strong> No solvent for extraction, preservatives, mineral oil, paraffin, petrolatum</p>
<p><strong>Ingredients:</strong> 100% pure, organic Shea Butter</p>
<p><strong>The Direction for use:  </strong>Use it as a daily moisturizer – on all of your body parts</p>
<ol>
<li style=""list-style-type: none"">
<ol>
<li>Apply after a wash or shower or at any time of the day to prevent dry skin conditions</li>
<li>Apply directly to the scalp for itchy scalp and dandruff</li>
<li>Apply directly to the ends of your hair to reduce split ends and breakage</li>
<li>Use it as the perfect foot cream for cracked, dry heels</li>
<li>Apply to reduce the appearance of sunburn, heat burn and to provide insect bite relief</li>
<li>Apply as a night cream for a more supple well-moistured skin</li>
</ol>
</li>
</ol>
<p>Find out how our <strong>100% Pure Shea Butter</strong> can solve all of your <a href=""https://allnaturalscosmetics.com/2021/07/14/shea-in-the-summer/""><u>summer skin problems.</u></a></p>
<p>After trying our <strong>100% Pure Shea Butter</strong>, you’ll understand why it’s our most popular product. Discover our world of Shea butter products. Try our Shea butter <a href=""https://allnaturalscosmetics.com/product/shea-butter-shampoo/""><u>shampoo</u></a>, <a href=""https://allnaturalscosmetics.com/product/shea-butter-treatment-conditioner/""><u>treatment conditioner</u></a>, and <a href=""https://allnaturalscosmetics.com/product/shea-butter-nail-cuticle-remedy/""><u>nail and cuticle remedy cream</u></a>. If you like your products to multi-task, check out our popular <a href=""https://allnaturalscosmetics.com/product/cocoa-shea-butter/""><u>Cocoa-Shea Butter</u></a> and our <a href=""https://allnaturalscosmetics.com/product/shea-butter-with-olive-oil-2/""><u>Shea Butter with Olive Oil</u></a>.</p>
<p>We also offer <a href=""https://allnaturalscosmetics.com/product/100-pure-shea-butter/"">shea butter<u> in bulk size</u></a>, and we offer <a href=""https://allnaturalscosmetics.com/services/""><u>customized private labeling services</u></a> for entrepreneurs and businesses of all sizes.</p>
<p>We are proudly Canadian.</p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Shea-Butte1.jpg,1,100% Pure Shea Butter,active
100-pure-shea-butter-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/Shea-Butte3.jpg,2,100% Pure Shea Butter,
100-pure-shea-butter-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/Shea-Butte2.jpg,3,100% Pure Shea Butter,
100-pure-shea-butter-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/Shea-Butte4.jpg,4,100% Pure Shea Butter,
body-and-bum-butter,Body and Bum Butt,"<p>Shea &#8220;All Naturals&#8221; <strong>Baby and Toddler Body and Bum Butter</strong> is as simple as your child&#8217;s skin! It contains Organic Shea Butter, Jojoba Oil, Meadowfoam Sead Oil, Coconut Oil, Olive Oil, and Vitamin E for extra preservation. We raised our children using this butter between diaper changes and moisturizing their whole body and it worked for us! We do not believe in introducing children to chemically laden products. The environment is already laden with so many impurities, you can do your children some good by using our wholesome Shea &#8220;All Naturals&#8221; Baby and Toddler products on them. You will not be disappointed! Remember that a &#8220;Health Bum Baby is a Happy Baby&#8221;.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li> Itchy, dry skin and diaper care;</li>
<li>Total body moisturizing.</li>
</ol>
<p><strong>Skin type:</strong> Baby, Toddlers, Children, dry, oily, normal</p>
<p><strong>Aroma: </strong>French Lavender</p>
<p><strong>What it does not contain:</strong> <strong>No</strong> Alcohol, parabens, petrolatum, mineral oil, paraffin, harsh preservatives, Zinc Oxide.</p>
<p><strong>The Direction for Use</strong>: Wash the baby or toddler’s body &amp; bum. Rub the butter all over the body and bum. To prevent diaper rashes, always rinse the bum with warm water as many times as possible rather than using alcohol-laden wipes. Air out the baby’s bum whenever possible and rub the bum butter liberally after each diaper change or bath.</p>
<p><strong>Ingredients: </strong>Butyrospermum Parkii (Organic Shea Butter), Carthamustinctorius (Safflower) Seed Oil,  Olea Europea (Extra Virgin Olive) Fruit Oil, Capric/Caprylic Triglycerides (oil), Simmondsia Chinensis (Jojoba) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Tocopherol (Vitamin E), Aroma.</p>
<p><strong>Size</strong>: 4oz/125ml</p>",All Naturals Cosmetics,Babies & Toddlers,Babies & Toddlers,true,Title,Default Title,,,,,,,deny,manual,12.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/babies-amp-toddlers/baby_bum.png,1,Body and Bum Butt,active
all-over-oil,All-Over Oil,"<p>Shea &#8220;All Naturals&#8221; <strong>All-Over Oil</strong> is specially made with nature&#8217;s best oils including Olive, Almond, organic Shea Butter, Meadowfoam, Coconut, and Chamomile to hydrate and soothe babies&#8217; and toddlers&#8217; delicate skin. It is fast-absorbing providing food nutrients to the skin.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Reduces the symptoms of dry, itchy skin conditions;</li>
<li>Keeps babies’ and toddlers’ skin moisturized, healthy, and well-nourished.</li>
</ol>
<p><strong>Skin type:</strong> Baby, Toddlers, Children, dry, oily, normal</p>
<p><strong>Aroma: </strong>Unscented. Use as unscented or add your preferred essential oil.</p>
<p><strong>What it does not contain:</strong> <strong>No</strong> Alcohol, parabens, petrolatum, mineral oil, paraffin, harsh preservatives.</p>
<p><strong>The Direction for Use</strong>: Using firm but gentle strokes, massage a small amount of Shea &#8220;All Naturals&#8221; <strong>All-Over Oil</strong> into the baby&#8217;s and toddler’s skin and hair. Could be applied to dry or damp skin and hair as many times a day as desired. It is non-greasy and will not clog pores.</p>
<p><strong>Ingredients</strong>: Carthamustinctorius (Safflower) seed oil, Olea Europea (Olive) fruit oil, Chamomila Recutita Matricaria flower extract ( Chamomile), Calendula, Capric/Caprylic Triglycerides (Coconut oil), Butyrospermum parkii (Shea Butter), Prunus Amygdalus Dulcis (Sweet Almond oil), Cocos Nucifera (Coconut oil), Tocopherol(Vitamine E), Limnanthes Alba (Meadowfoam) Seed oil</p>
<p><strong>Size</strong>: 8oz/255ml</p>",All Naturals Cosmetics,Babies & Toddlers,Babies & Toddlers,true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/aoo1.jpg,1,All-Over Oil,active
all-over-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/aoo3.jpg,2,All-Over Oil,
all-over-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/aoo2.jpg,3,All-Over Oil,
all-over-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/aoo4.jpg,4,All-Over Oil,
100-pure-virgin-olive-oil,100% Pure Virgin Olive Oil,"<p>Shea &#8220;All Naturals&#8221; 100% Pure Virgin Olive Oil is extra-virgin, has rich antioxidants, absorbs fast and cold-pressed, providing protection from sun damage and preventing inflammations and scarring. Our brand is light and rich in mono-unsaturated Omega 9 fatty acid, it readily absorbs into the hair, scalp, and skin. It has naturally occurring Vitamin E and anti-inflammatory, cell rebuilding, and conditioning properties ideal for both hair and skincare. Olive oil is also known for its anti-aging properties and can be used both day and night times.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Softens dry scaly skin and scalp;</li>
<li>Provides improvement to dark circles, fine lines, and under-eye dryness;</li>
<li>Prevent shaving bumps;</li>
<li>Improve skin texture;</li>
<li>Tame dry frizzy hair;</li>
<li>Provide some protection against UVB rays.</li>
</ol>
<p><strong>Skin Conditions:</strong> Normal, Dry, extremely dry, scaly, flaky, chapped, eczema, and symptoms of psoriasis.</p>
<p><strong>Hair Types:</strong> All hair types and textures (curly, wave, kinky, natural, chemically-treated, and colored).</p>
<p><strong>Hair Conditions:</strong> Dry, damaged, brittle, breaking, split ends, healthy</p>
<p><strong>Product Texture:</strong> Liquid oil</p>
<p><strong>Aroma:</strong> Lavender essential oil</p>
<p><strong>Note:</strong> This product can be used on its own or added to skin/hair care products!</p>
<p><strong>The direction of use:</strong></p>
<p><strong>Hair Care</strong>-You may apply to wet or dry hair. It could be used on its own or added to your favorite hair conditioner or hairdresser</p>
<p><strong>Skin Care-</strong> You may use it as a skin conditioner or mix it with your favorite skin moisturizer</p>
<p><strong>Ingredients:</strong> 100% Virgin Olive oil, Lavender essential oil</p>
<p><strong>Size:</strong> 100ml</p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care, Family Hair Care, Hair oils / Lotions & Sprays",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/pvo1.jpg,1,100% Pure Virgin Olive Oil,active
100-pure-virgin-olive-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/pvo5.jpg,2,100% Pure Virgin Olive Oil,
100-pure-virgin-olive-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/pvo4.jpg,3,100% Pure Virgin Olive Oil,
100-pure-virgin-olive-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/pvo3.jpg,4,100% Pure Virgin Olive Oil,
100-pure-virgin-olive-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/pvo2.jpg,5,100% Pure Virgin Olive Oil,
100-organic-argan-oil-2,100% Organic Argan Oil,"<p><strong>Shea &#8220;All Naturals&#8221; </strong>Argan Oil is vegan, cold-pressed, non-GMO, and organic. Naturally rich in antioxidants especially Vitamin E (twice as Olive oil), essential fatty acids- especially Omega 6 and carotenes, our certified organic Moroccan Argan oil absorbs easily and is non-greasy. You will find Moroccans slathering this oil on their skin, hair, nails, and their babies for a full-body pampering experience.</p>
<p><b>Purpose:</b></p>
<ol>
<li>To ease dry skin, hair and scalp, acne, psoriasis, eczema, and other dermatitis;</li>
<li>Contains saponins and phytosterols- as such it supports skin regeneration and restores the skin’s water lipid layer thereby minimizing the appearance of wrinkles, and softening cuticles, hands, and feet skin;</li>
<li>Due to its anti-aging properties, it improves skin elasticity;</li>
<li>Due to its softening properties, it provides the benefits of a hair conditioner.</li>
</ol>
<p><strong>Skin Conditions:</strong> Normal, Dry, extremely dry, scaly, flaky, chapped, eczema, symptoms of psoriasis, etc.</p>
<p><strong>Hair Types:</strong> All hair types and textures (curly, wave, kinky, natural, chemically-treated, and colored).</p>
<p><strong>Hair Conditions:</strong> Dry, damaged, brittle, breaking, split ends, healthy</p>
<p><strong>Texture: </strong>Liquid oil</p>
<p><strong>Aroma: </strong>Unscented</p>
<p><strong>What it does not contain:</strong> Parabens, Hexanes, harmful preservatives, fragrances</p>
<p><strong>The Direction For Use:</strong></p>
<p><strong>Daily Hair Care- </strong>Argan oil is proven to make hair softer and silkier. It could be used on its own or added to your favorite hair conditioner or hairdresser. You may apply to wet or dry hair.</p>
<p><strong>Daily Skin Care-</strong> Wash with our Shea Butter Body Wash or any of our bars. Pat skin dry and apply liberally all over the skin. You may also mix with other oils or lotion before applying it to the skin. For <strong>face care,</strong> we recommend applying a few drops to your face and neck both day and night time using gentle rubbing motions.</p>
<p><strong>Ingredient:</strong> 100% Organic Argan oil</p>
<p><strong>Size:</strong> 100ml</p>
<p><strong>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/100-organic-argan-oil/"">go here</a></strong></p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Eye & Facial Moisturizers/Creams, Family Body Care, Family Hair Care, Hair oils / Lotions & Sprays, front_spec_may2022",true,Title,Default Title,,,,,front_spec_may2022,,deny,manual,30.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/oao2.jpg,1,100% Organic Argan Oil,active
100-organic-argan-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/oao5.jpg,2,100% Organic Argan Oil,
100-organic-argan-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/oao4.jpg,3,100% Organic Argan Oil,
100-organic-argan-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/oao1.jpg,4,100% Organic Argan Oil,
100-organic-argan-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/oao3.jpg,5,100% Organic Argan Oil,
100-organic-argan-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/product_131-1.jpeg,6,100% Organic Argan Oil,
skin-renewal-facial-cream,Skin Renewal Facial Cream,"<p>Our skin renewal facial cream is all-natural and made to smooth the look of lines and wrinkles while improving uneven skin tones as well as skin elasticity. Made with Dulse seaweed active components, it possesses amazing minerals, vitamins, antioxidants, and fatty acids to calm, moisturize and repair your skin. Shea &#8220;All Naturals&#8221; Skin Renewal Facial Cream is made for both the young and the matured and can be used both day and night times.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>To visibly reduce early signs of aging;</li>
<li>To replenish lost moisture;</li>
<li>To rejuvenate the skin;</li>
<li>To relax facial muscles and reduce the appearance of lines and wrinkles.</li>
</ol>
<p><strong>Skin Conditions: </strong>Sensitive, Normal, Dry, Oily</p>
<p><strong>Skin Age:</strong> All ages</p>
<p><strong>Product Texture:</strong> Creamy</p>
<p><strong>Aroma:</strong> Hybiscus</p>
<p><strong>What it does not contain: </strong>Parabens, harmful preservatives, mineral oil, paraffin, petrolatum.</p>
<p><strong>The Direction for Use: </strong>Wash with our Shea Butter Facial Wash or your preferred facial wash. Pat dry and apply a pea-sized portion of the skin renewal facial cream all over the face concentrating more around the eye and mouth area.</p>
<p><strong>Ingredients:</strong><br />
Water/Aqua, Butyrospermum Parkii (Organic Shea Butter), Cocoa Butter, Emulsifying Wax NF, Stearic Acid, Olive Oil, Glyceryl Stearate, Palmitoyl Pentapeptide-4 (Matrixyl- Dulce Sea Weed derived), Tocopherol (Vitamin E), Hydroxypropyl Cellulose (sugar derived), Aloe Vera leaf juice, Potassium Sorbate, Grapefruit Seed Extract, Grape Seed Oil, Hybiscus</p>
<p><strong>Size: </strong>2oz/60ml</p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/skin-renewal-facial-cream-2/"">click here</a></p>",All Naturals Cosmetics,Eye & Facial Moisturizers/Creams,"Eye & Facial Moisturizers/Creams, Family Face Care",true,Title,Default Title,,,,,,,deny,manual,20.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/srfc1.jpg,1,Skin Renewal Facial Cream,active
skin-renewal-facial-cream,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/srfc4.jpg,2,Skin Renewal Facial Cream,
skin-renewal-facial-cream,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/srfc3.jpg,3,Skin Renewal Facial Cream,
skin-renewal-facial-cream,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/srfc2.jpg,4,Skin Renewal Facial Cream,
black-soap-aloe-wash,Black Soap & Aloe Wash,"<p>Black Soap &amp; Aloe Wash is a gentle cleanser formulated entirely with ingredients from the tropical rain forest to:</p>
<ol>
<li>Remove excess oil, dirt, makeup without stripping your skin of natural moisture;</li>
<li>Support restoration of skin from bleaching creams and chemicals;</li>
<li>Improve skin tone and complexion.</li>
</ol>
<p><strong>Direction for Use</strong>: This is a low viscous wash. Shake well and apply to a wet sponge. Wash face and body with sponge and rinse well. Follow with facial cream and body cream/lotion/butter.</p>
<p><strong>Ingredients:</strong> Water, Milled native black soap, Citrus juices, Osun, Natural honey, Aloe Vera and Shea butter</p>",All Naturals Cosmetics,Bulk-Bath & Body,Bulk-Bath & Body,true,Size,50lbs,,,,,,,deny,manual,180.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Black-Soap-Aloe-Wash.png,1,Black Soap & Aloe Wash,active
black-soap-aloe-wash,,,,,,,,25lbs,,,,,,,deny,manual,90.00,,true,true,,,,
black-soap-aloe-wash,,,,,,,,Gallon,,,,,,,deny,manual,65.00,,true,true,,,,
babassu-natural-butter-2,Babassu Natural Butter,"<p>Extracted from the <strong>Babassu palm of the Amazon Rain Forest</strong>, Babassu Oil also known as <strong>Cusi </strong>is a clear, yellow liquid oil similar to Argan Oil but with the chemical composition of Coconut Oil. Shea &#8220;All Naturals&#8221; Babassu Natural oil is cold-pressed, has superior emollient and provides lush hydration that is beneficial to both dry and oily complexions.  In regions where it is native, Babassu is consumed as food and contains about 70% lipid which is essential to reducing dry skin conditions. The science of Babassu is based on the fact that it has the ability to balance the moisture level of the skin, and hence revitalize dull skin into a robust healthy complexion as it gently moisturizes the skin without leaving an oily residue. Use daily and watch your skin glow!</p>
<p><strong><em> </em>Purpose:</strong></p>
<ol>
<li>Reveals clearer and brighter, healthier, more supple, and even-toned complexion;</li>
<li>Balances skin moisture regardless of weather conditions;</li>
<li>Revitalizes dull skin complexion;</li>
<li>Reduces signs of aging including lines and wrinkles;</li>
<li>Reduces the appearance of marks, blemishes, scars, burns, and spots;</li>
<li>As hair oil, it ensures radiant, soft, and well-conditioned tresses.</li>
</ol>
<p><strong>Skin Conditions:</strong> Normal, Dry, extremely dry, scaly, youthful, maturing, flaky, chapped, eczema, and symptoms of psoriasis.</p>
<p><strong>Hair Types:</strong> All hair types and textures (curly, wave, kinky, natural, chemically-treated, and colored).</p>
<p><strong>Hair Conditions:</strong> Dry, damaged, brittle, breaking, split ends, healthy</p>
<p><strong>Product Texture:</strong> Soft butter</p>
<p><strong>Aroma:</strong> Orange and Hybiscus</p>
<p><strong>The Direction for Use:</strong> For external use only. Apply to hair, scalp, face, neck, and whole body as often as preferred.</p>
<p><strong>Ingredients:</strong> Organic Babassu Oil, Organic Argan Oil, Organic Cocoa Butter, Capric/Caprylic Triglycerides (Fractionated Coconut Oil), Essential Oil.</p>",All Naturals Cosmetics,Bulk- Face Care,"Bulk- Face Care, Bulk-Bath & Body",true,Size,50lbs,,,,,,,deny,manual,4500.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Babassu-Natural-Butter.png,1,Babassu Natural Butter,active
babassu-natural-butter-2,,,,,,,,25lbs,,,,,,,deny,manual,2500.00,,true,true,,,,
babassu-natural-butter-2,,,,,,,,8.8lbs,,,,,,,deny,manual,950.00,,true,true,,,,
babassu-natural-butter,Babassu Natural Butter,"<p>Extracted from the <strong>Babassu palm of the Amazon Rain Forest</strong>, Babassu Oil also known as <strong>Cusi </strong>is a clear, yellow liquid oil similar to Argan Oil but with the chemical composition of Coconut Oil. Shea &#8220;All Naturals&#8221; Babassu Natural oil is cold-pressed, has superior emollient and provides lush hydration that is beneficial to both dry and oily complexions.  In regions where it is native, Babassu is consumed as food and contains about 70% lipid which is essential to reducing dry skin conditions. The science of Babassu is based on the fact that it has the ability to balance the moisture level of the skin, and hence revitalize dull skin into a robust healthy complexion as it gently moisturizes the skin without leaving an oily residue. Use daily and watch your skin glow!</p>
<p><strong><em> </em>Purpose:</strong></p>
<ol>
<li>Reveals clearer and brighter, healthier, more supple, and even-toned complexion;</li>
<li>Balances skin moisture regardless of weather conditions;</li>
<li>Revitalizes dull skin complexion;</li>
<li>Reduces signs of aging including lines and wrinkles;</li>
<li>Reduces the appearance of marks, blemishes, scars, burns, and spots;</li>
<li>As hair oil, it ensures radiant, soft, and well-conditioned tresses.</li>
</ol>
<p><strong>Skin Conditions:</strong> Normal, Dry, extremely dry, scaly, youthful, maturing, flaky, chapped, eczema, and symptoms of psoriasis.</p>
<p><strong>Hair Types:</strong> All hair types and textures (curly, wave, kinky, natural, chemically-treated, and colored).</p>
<p><strong>Hair Conditions:</strong> Dry, damaged, brittle, breaking, split ends, healthy</p>
<p><strong>Product Texture:</strong> Soft butter</p>
<p><strong>Aroma:</strong> Orange and Hybiscus</p>
<p><strong>The Direction for Use:</strong> For external use only. Apply to hair, scalp, face, neck, and whole body as often as preferred.</p>
<p><strong>Ingredients:</strong> Organic Babassu Oil, Organic Argan Oil, Organic Cocoa Butter, Capric/Caprylic Triglycerides (Fractionated Coconut Oil), Essential Oil.</p>
<p><strong>For bulk purchase,</strong> <a href=""https://allnaturalscosmetics.com/product/babassu-natural-butter-2/"">go here</a></p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Eye & Facial Moisturizers/Creams, Family Body Care, Family Face Care, Family Hair Care",true,Size,200 ml,,,,,,,deny,manual,40.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/bnb1.jpg,1,Babassu Natural Butter,active
babassu-natural-butter,,,,,,,,68 ml,,,,,,,deny,manual,20.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/bnb2.jpg,2,Babassu Natural Butter,
babassu-natural-butter,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/bnb3.jpg,3,Babassu Natural Butter,
babassu-natural-butter,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/bnb4.jpg,4,Babassu Natural Butter,
neem-oil-acne-face-cream,Neem oil Acne Face Cream,"<p>Our Neem oil acne face cream is a very light, non-oily made with <em>Salix Nigra to:</em></p>
<ol>
<li>Expose a refreshed, clearer complexion;</li>
<li>Prevent future breakouts;</li>
<li><em>Treat acne prone skin to healthier complexion;</em></li>
<li>Unclog pores- excellent for blemish, acne and pimples prone skin.</li>
</ol>
<p>It is non- greasy, absorbs fast into the skin and does not contain fragrance that may irritate the skin<strong><br />
</strong></p>
<p><strong> Ingredients</strong>:<strong><br />
</strong>Aqua, Glycerin,Carbomer,Poly Sorbate 20, Salix Nigra(White Willow Bark Extract), Azadirachta Indica (Neem) Seed Oil, Spiraea ulmaria (meadowsweet) extract, Elder Flower Extract, Chamomilla Recutita (Chamomile) Extract,Caprillic/Capri Triglycerides,Red Clover Extract, Tocopherol Acetate (Vitamin E).<br />
<strong><br />
Size</strong>: 4oz/125ml</p>
<p>The product is excellent for sensitive skin.</p>
<p>For bulk purchase, <a href=""http://www.allnaturalskincare.ca/shop/spas-salons/willow-bark-acne-face-cream/"">click here</a></p>",All Naturals Cosmetics,Eye & Facial Moisturizers/Creams,"Eye & Facial Moisturizers/Creams, Family Face Care",true,Title,Default Title,,,,,,,deny,manual,20.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/noafc__35236_zoom.jpg,1,Neem oil Acne Face Cream,active
100-sweet-almond-oil,100% Sweet Almond oil,"<p>Our 100% Sweet Almond Oil is anti-oxidant rich and will nourish and revive your skin. It is known for its free-radical fighting abilities, light, fast-absorbing, and does not clog pores. It can be used on hair, scalp, face, and all over the body. Sweet Almond oil is an excellent source of Vitamin E and Omega-3 fatty acids.</p>
<p>See usage directions for hair, scalp, face, and body care below.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Hair and scalp care</li>
<li>Improves skin tone and texture</li>
<li>Reduces and relieves dry, itchy scalp and skin</li>
<li>Improves skin tones and textures reducing the appearance of imperfections</li>
</ol>
<p><strong>Texture: </strong>Liquid oil</p>
<p><strong>Aroma:</strong> Butterscotch Essential oil</p>
<p><strong>What it does not contain:</strong> Parabens, harmful preservatives, fragrances</p>
<p><strong>Hair Care</strong></p>
<p>It is very light and provides deep conditioning for the hair and scalp. The vitamins in Almond oil promote hair growth and strength, smoother ends, less frizz, and more shine.</p>
<p><strong>The Direction for Use: </strong>After washing hair, apply to towel-dried or dry hair. It could be used on its own or added to your favorite leave-in hair conditioner or hair dress.</p>
<p><strong>Monthly Treatment:</strong> Part your scalp and apply drops into your scalp, massaging it in a circular motion and rub the rest down to your hair ends for a couple of minutes. Cover your hair with plastic wrap. Allow the oil to absorb for a couple of hours (ideally you would leave it overnight). Shampoo and rinse. Apply treatment once a month</p>
<p><strong> Skin Care- Dry Skin and Stretch Mark Therapy</strong></p>
<p>The emollient qualities of Almond oil will strengthen and nourish the skin, creating a natural resistance to tearing. When massaging with almond oil, blood circulation is promoted, preventing stretch marks.</p>
<p>Pour a small amount of oil into your hands and rub them together to warm the oil. Apply the oil to the part of the body you’d like to work on. Use your hands or a massage brush and rub in gentle circular motions for several minutes. This is ideal after a bath to retain moisture. For better results apply twice a day.</p>
<p><strong>Face and Body Care- Almond oil can be used for rough, flaky, or dry skin as a daily moisturizer. </strong></p>
<p><strong>The Direction for Use:</strong> After a thorough cleansing, apply all over the skin as a skin conditioner or mix it with your favorite skin moisturizer. Use daily after bathing.</p>
<p><strong>Face Care:</strong> After a thorough cleansing, apply one or two drops of almond oil to your face. Wet your clean hands with warm water and massage the oil on your face in upward strokes including the area around the eyes, gently patting. Allow the oil to settle. Once your face is dry, you can apply makeup, or leave your skin with the layer of protection from the almond oil. Applying daily will result in a much softer and smoother skin</p>
<p><strong>Ingredients:</strong> <em>100% Sweet Almond oil, Butterscotch oil</em></p>
<p><strong>Size:</strong> 100ML</p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Eye & Facial Moisturizers/Creams, Family Body Care, Family Face Care, Family Hair Care, Hair oils / Lotions & Sprays",true,Title,Default Title,,,,,,,deny,manual,10.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sweet_almon_oil2.jpg,1,100% Sweet Almond oil,active
100-sweet-almond-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sweet_almon_oil3.jpg,2,100% Sweet Almond oil,
100-sweet-almond-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sweet_almon_oil1.jpg,3,100% Sweet Almond oil,
